zone,xi,theta,dtheta/dxi
189,1.165825,0.814435,-0.268780
190,1.171961,0.812786,-0.269253
191,1.178097,0.811134,-0.269716
192,1.184233,0.809479,-0.270169
193,1.190369,0.807821,-0.270612
194,1.196505,0.806161,-0.271046
195,1.202641,0.804497,-0.271469
196,1.208777,0.802832,-0.271882
197,1.214913,0.801164,-0.272286
198,1.221049,0.799493,-0.272680
199,1.227185,0.797820,-0.273064
200,1.233321,0.796144,-0.273439
201,1.239456,0.794466,-0.273804
202,1.245592,0.792786,-0.274160
203,1.251728,0.791104,-0.274506
204,1.257864,0.789420,-0.274843
205,1.264000,0.787733,-0.275171
206,1.270136,0.786045,-0.275489
207,1.276272,0.784354,-0.275798
208,1.282408,0.782662,-0.276097
209,1.288544,0.780968,-0.276388
210,1.294680,0.779272,-0.276669
211,1.300816,0.777575,-0.276942
212,1.306952,0.775875,-0.277205
213,1.313088,0.774174,-0.277460
214,1.319223,0.772472,-0.277705
215,1.325359,0.770768,-0.277942
216,1.331495,0.769063,-0.278170
217,1.337631,0.767356,-0.278389
218,1.343767,0.765648,-0.278600
219,1.349903,0.763938,-0.278802
220,1.356039,0.762227,-0.278996
221,1.362175,0.760515,-0.279181
222,1.368311,0.758802,-0.279357
223,1.374447,0.757088,-0.279526
224,1.380583,0.755373,-0.279685
225,1.386719,0.753657,-0.279837
226,1.392855,0.751940,-0.279981
227,1.398990,0.750222,-0.280116
228,1.405126,0.748503,-0.280243
229,1.411262,0.746784,-0.280362
230,1.417398,0.745063,-0.280474
231,1.423534,0.743342,-0.280577
232,1.429670,0.741621,-0.280672
233,1.435806,0.739899,-0.280760
234,1.441942,0.738176,-0.280840
235,1.448078,0.736453,-0.280912
236,1.454214,0.734729,-0.280977
237,1.460350,0.733005,-0.281034
238,1.466486,0.731281,-0.281083
239,1.472622,0.729556,-0.281126
240,1.478757,0.727831,-0.281160
241,1.484893,0.726106,-0.281188
242,1.491029,0.724380,-0.281208
243,1.497165,0.722655,-0.281221
244,1.503301,0.720929,-0.281227
245,1.509437,0.719204,-0.281225
246,1.515573,0.717478,-0.281217
247,1.521709,0.715753,-0.281202
248,1.527845,0.714027,-0.281179
249,1.533981,0.712302,-0.281150
250,1.540117,0.710577,-0.281114
251,1.546253,0.708852,-0.281072
252,1.552389,0.707127,-0.281023
253,1.558524,0.705403,-0.280967
254,1.564660,0.703679,-0.280904
255,1.570796,0.701955,-0.280835
256,1.576932,0.700232,-0.280760
257,1.583068,0.698510,-0.280678
258,1.589204,0.696787,-0.280590
259,1.595340,0.695066,-0.280496
260,1.601476,0.693345,-0.280395
261,1.607612,0.691624,-0.280288
262,1.613748,0.689904,-0.280175
263,1.619884,0.688185,-0.280056
264,1.626020,0.686467,-0.279932
265,1.632156,0.684749,-0.279801
266,1.638291,0.683032,-0.279664
267,1.644427,0.681316,-0.279522
268,1.650563,0.679601,-0.279373
269,1.656699,0.677887,-0.279220
270,1.662835,0.676174,-0.279060
271,1.668971,0.674461,-0.278895
272,1.675107,0.672750,-0.278724
273,1.681243,0.671040,-0.278548
274,1.687379,0.669331,-0.278367
275,1.693515,0.667623,-0.278180
276,1.699651,0.665916,-0.277988
277,1.705787,0.664210,-0.277790
278,1.711923,0.662505,-0.277588
279,1.718058,0.660802,-0.277380
280,1.724194,0.659100,-0.277167
281,1.730330,0.657400,-0.276949
282,1.736466,0.655700,-0.276726
283,1.742602,0.654002,-0.276499
284,1.748738,0.652306,-0.276266
285,1.754874,0.650611,-0.276029
286,1.761010,0.648917,-0.275787
287,1.767146,0.647225,-0.275540
288,1.773282,0.645534,-0.275288
289,1.779418,0.643845,-0.275032
290,1.785554,0.642157,-0.274772
291,1.791690,0.640471,-0.274507
292,1.797825,0.638787,-0.274237
293,1.803961,0.637104,-0.273963
294,1.810097,0.635423,-0.273685
295,1.816233,0.633744,-0.273403
296,1.822369,0.632066,-0.273116
297,1.828505,0.630390,-0.272825
298,1.834641,0.628716,-0.272530
299,1.840777,0.627044,-0.272231
300,1.846913,0.625374,-0.271928
301,1.853049,0.623705,-0.271621
302,1.859185,0.622039,-0.271310
303,1.865321,0.620374,-0.270995
304,1.871457,0.618711,-0.270676
305,1.877592,0.617050,-0.270354
306,1.883728,0.615391,-0.270028
307,1.889864,0.613735,-0.269698
308,1.896000,0.612080,-0.269364
309,1.902136,0.610427,-0.269027
310,1.908272,0.608776,-0.268687
311,1.914408,0.607128,-0.268343
312,1.920544,0.605481,-0.267995
313,1.926680,0.603837,-0.267644
314,1.932816,0.602194,-0.267290
315,1.938952,0.600554,-0.266932
316,1.945088,0.598916,-0.266572
317,1.951224,0.597281,-0.266208
318,1.957359,0.595647,-0.265840
319,1.963495,0.594016,-0.265470
320,1.969631,0.592387,-0.265097
321,1.975767,0.590761,-0.264720
322,1.981903,0.589136,-0.264341
323,1.988039,0.587514,-0.263959
324,1.994175,0.585895,-0.263574
325,2.000311,0.584277,-0.263186
326,2.006447,0.582663,-0.262795
327,2.012583,0.581050,-0.262401
328,2.018719,0.579440,-0.262005
329,2.024855,0.577832,-0.261606
330,2.030991,0.576227,-0.261204
331,2.037126,0.574624,-0.260800
332,2.043262,0.573024,-0.260393
333,2.049398,0.571426,-0.259984
334,2.055534,0.569831,-0.259572
335,2.061670,0.568238,-0.259158
336,2.067806,0.566648,-0.258741
337,2.073942,0.565061,-0.258322
338,2.080078,0.563476,-0.257901
339,2.086214,0.561893,-0.257478
340,2.092350,0.560313,-0.257052
341,2.098486,0.558736,-0.256624
342,2.104622,0.557161,-0.256194
343,2.110758,0.555589,-0.255761
344,2.116893,0.554020,-0.255327
345,2.123029,0.552453,-0.254891
346,2.129165,0.550889,-0.254452
347,2.135301,0.549328,-0.254012
348,2.141437,0.547770,-0.253570
349,2.147573,0.546214,-0.253126
350,2.153709,0.544661,-0.252680
351,2.159845,0.543110,-0.252232
352,2.165981,0.541562,-0.251782
353,2.172117,0.540018,-0.251331
354,2.178253,0.538475,-0.250878
355,2.184389,0.536936,-0.250423
356,2.190525,0.535399,-0.249966
357,2.196660,0.533866,-0.249508
358,2.202796,0.532335,-0.249049
359,2.208932,0.530807,-0.248588
360,2.215068,0.529281,-0.248125
361,2.221204,0.527759,-0.247661
362,2.227340,0.526239,-0.247195
363,2.233476,0.524722,-0.246728
364,2.239612,0.523208,-0.246259
365,2.245748,0.521697,-0.245790
366,2.251884,0.520189,-0.245319
367,2.258020,0.518684,-0.244846
368,2.264156,0.517182,-0.244372
369,2.270292,0.515682,-0.243898
370,2.276427,0.514186,-0.243421
371,2.282563,0.512692,-0.242944
372,2.288699,0.511201,-0.242466
373,2.294835,0.509714,-0.241986
374,2.300971,0.508229,-0.241505
375,2.307107,0.506747,-0.241024
376,2.313243,0.505268,-0.240541
377,2.319379,0.503792,-0.240057
378,2.325515,0.502319,-0.239573
379,2.331651,0.500849,-0.239087
380,2.337787,0.499382,-0.238601
381,2.343923,0.497918,-0.238113
382,2.350059,0.496457,-0.237625
383,2.356194,0.494999,-0.237136
384,2.362330,0.493544,-0.236646
385,2.368466,0.492092,-0.236155
386,2.374602,0.490643,-0.235664
387,2.380738,0.489197,-0.235171
388,2.386874,0.487754,-0.234678
389,2.393010,0.486314,-0.234185
390,2.399146,0.484877,-0.233691
391,2.405282,0.483443,-0.233196
392,2.411418,0.482012,-0.232700
393,2.417554,0.480584,-0.232204
394,2.423690,0.479160,-0.231708
395,2.429826,0.477738,-0.231211
396,2.435961,0.476319,-0.230713
397,2.442097,0.474904,-0.230215
398,2.448233,0.473491,-0.229716
399,2.454369,0.472081,-0.229217
400,2.460505,0.470675,-0.228718
401,2.466641,0.469272,-0.228218
402,2.472777,0.467871,-0.227718
403,2.478913,0.466474,-0.227217
404,2.485049,0.465080,-0.226716
405,2.491185,0.463689,-0.226215
406,2.497321,0.462301,-0.225713
407,2.503457,0.460916,-0.225211
408,2.509593,0.459534,-0.224709
409,2.515728,0.458155,-0.224207
410,2.521864,0.456779,-0.223705
411,2.528000,0.455407,-0.223202
412,2.534136,0.454037,-0.222699
413,2.540272,0.452671,-0.222196
414,2.546408,0.451307,-0.221693
415,2.552544,0.449947,-0.221190
416,2.558680,0.448590,-0.220686
417,2.564816,0.447236,-0.220183
418,2.570952,0.445885,-0.219680
419,2.577088,0.444537,-0.219176
420,2.583224,0.443192,-0.218673
421,2.589360,0.441850,-0.218169
422,2.595495,0.440511,-0.217665
423,2.601631,0.439176,-0.217162
424,2.607767,0.437843,-0.216659
425,2.613903,0.436514,-0.216155
426,2.620039,0.435188,-0.215652
427,2.626175,0.433864,-0.215149
428,2.632311,0.432544,-0.214646
429,2.638447,0.431227,-0.214143
430,2.644583,0.429913,-0.213640
431,2.650719,0.428602,-0.213137
432,2.656855,0.427295,-0.212635
433,2.662991,0.425990,-0.212133
434,2.669127,0.424688,-0.211631
435,2.675262,0.423390,-0.211129
436,2.681398,0.422094,-0.210627
437,2.687534,0.420802,-0.210126
438,2.693670,0.419513,-0.209625
439,2.699806,0.418226,-0.209124
440,2.705942,0.416943,-0.208623
441,2.712078,0.415663,-0.208123
442,2.718214,0.414386,-0.207623
443,2.724350,0.413112,-0.207124
444,2.730486,0.411841,-0.206625
445,2.736622,0.410573,-0.206126
446,2.742758,0.409309,-0.205627
447,2.748894,0.408047,-0.205129
448,2.755029,0.406788,-0.204632
449,2.761165,0.405533,-0.204134
450,2.767301,0.404280,-0.203637
451,2.773437,0.403030,-0.203141
452,2.779573,0.401784,-0.202645
453,2.785709,0.400541,-0.202150
454,2.791845,0.399300,-0.201655
455,2.797981,0.398063,-0.201160
456,2.804117,0.396829,-0.200666
457,2.810253,0.395597,-0.200172
458,2.816389,0.394369,-0.199679
459,2.822525,0.393144,-0.199187
460,2.828661,0.391922,-0.198695
461,2.834796,0.390702,-0.198203
462,2.840932,0.389486,-0.197713
463,2.847068,0.388273,-0.197222
464,2.853204,0.387063,-0.196733
465,2.859340,0.385856,-0.196243
466,2.865476,0.384652,-0.195755
467,2.871612,0.383451,-0.195267
468,2.877748,0.382252,-0.194780
469,2.883884,0.381057,-0.194293
470,2.890020,0.379865,-0.193807
471,2.896156,0.378676,-0.193321
472,2.902292,0.377490,-0.192837
473,2.908428,0.376307,-0.192352
474,2.914563,0.375126,-0.191869
475,2.920699,0.373949,-0.191386
476,2.926835,0.372775,-0.190904
477,2.932971,0.371603,-0.190423
478,2.939107,0.370435,-0.189942
479,2.945243,0.369269,-0.189462
480,2.951379,0.368107,-0.188983
481,2.957515,0.366947,-0.188504
482,2.963651,0.365791,-0.188026
483,2.969787,0.364637,-0.187549
484,2.975923,0.363486,-0.187073
485,2.982059,0.362338,-0.186597
486,2.988195,0.361193,-0.186122
487,2.994330,0.360051,-0.185648
488,3.000466,0.358912,-0.185175
489,3.006602,0.357776,-0.184703
490,3.012738,0.356643,-0.184231
491,3.018874,0.355512,-0.183760
492,3.025010,0.354385,-0.183290
493,3.031146,0.353260,-0.182820
494,3.037282,0.352138,-0.182352
495,3.043418,0.351019,-0.181884
496,3.049554,0.349903,-0.181417
497,3.055690,0.348790,-0.180951
498,3.061826,0.347680,-0.180486
499,3.067962,0.346572,-0.180022
500,3.074097,0.345468,-0.179558
501,3.080233,0.344366,-0.179096
502,3.086369,0.343267,-0.178634
503,3.092505,0.342171,-0.178173
504,3.098641,0.341078,-0.177713
505,3.104777,0.339987,-0.177253
506,3.110913,0.338900,-0.176795
507,3.117049,0.337815,-0.176338
508,3.123185,0.336733,-0.175881
509,3.129321,0.335654,-0.175425
510,3.135457,0.334577,-0.174971
511,3.141593,0.333504,-0.174517
512,3.147729,0.332433,-0.174064
513,3.153865,0.331365,-0.173612
514,3.160000,0.330300,-0.173160
515,3.166136,0.329237,-0.172710
516,3.172272,0.328177,-0.172261
517,3.178408,0.327120,-0.171812
518,3.184544,0.326066,-0.171365
519,3.190680,0.325015,-0.170918
520,3.196816,0.323966,-0.170473
521,3.202952,0.322920,-0.170028
522,3.209088,0.321877,-0.169584
523,3.215224,0.320836,-0.169141
524,3.221360,0.319798,-0.168700
525,3.227496,0.318763,-0.168259
526,3.233632,0.317731,-0.167819
527,3.239767,0.316701,-0.167380
528,3.245903,0.315674,-0.166942
529,3.252039,0.314650,-0.166505
530,3.258175,0.313628,-0.166068
531,3.264311,0.312609,-0.165633
532,3.270447,0.311593,-0.165199
533,3.276583,0.310579,-0.164766
534,3.282719,0.309568,-0.164334
535,3.288855,0.308560,-0.163902
536,3.294991,0.307554,-0.163472
537,3.301127,0.306551,-0.163043
538,3.307263,0.305551,-0.162614
539,3.313399,0.304553,-0.162187
540,3.319534,0.303558,-0.161761
541,3.325670,0.302565,-0.161335
542,3.331806,0.301575,-0.160911
543,3.337942,0.300588,-0.160488
544,3.344078,0.299603,-0.160065
545,3.350214,0.298621,-0.159644
546,3.356350,0.297641,-0.159224
547,3.362486,0.296664,-0.158804
548,3.368622,0.295690,-0.158386
549,3.374758,0.294718,-0.157968
550,3.380894,0.293749,-0.157552
551,3.387030,0.292782,-0.157137
552,3.393166,0.291818,-0.156722
553,3.399301,0.290856,-0.156309
554,3.405437,0.289897,-0.155897
555,3.411573,0.288941,-0.155485
556,3.417709,0.287987,-0.155075
557,3.423845,0.287035,-0.154666
